adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}]",http://www.solarfilms.com,350555,tt3298600,fi,Kätilö,"'The Midwife' (fin.'Kätilö') is a romance-drama set during WWII in Finland’s Lapland province, a major European battle ground of the war. Based on Katja Kettu’s bestselling novel, 'The Midwife' turns on the love affair between a Lapp midwife and a Nazi SS officer set against the backdrop of the Lapland War, which opposed Finnish and Germany armies in 1944-45. The themes in the story are international. It’s about conquering love and war, and class boundaries that are broken down.",0.823852,/u0hQWrYvE3sGUcnA77iZoRBO2DM.jpg,"[{'name': 'Solar Films inc.', 'id': 6339}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",2015.09.04,0.0,119.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,"A midwife's forbidden love story... separated by war, joined by love at first sight.",The Midwife,False,6.1,8.0
False,,4,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,22649,tt0022879,en,A Farewell to Arms,"British nurse Catherine Barkley (Helen Hayes) and American Lieutenant Frederic Henry (Gary Cooper) fall in love during the First World War in Italy. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each, as the war rages on. Academy Awards winner for Best Cinematography and for Best Sound, Recording. Nominated for Best Picture and for Best Art Direction.",1.914697,/k0MF0IIbJ2PfOIku2KyraXL72d8.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name':",1932-12-08,25.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every woman who has loved will understand,A Farewell to Arms,False,6.2,29.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,417877,tt3138344,en,Baked in Brooklyn,,2.759205,/49NU41wlplMxk4Txtw7T0aqk8BM.jpg,[],[],2016-10-14,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Post Production,,Baked in Brooklyn,False,5.4,27.0
False,,88000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",http://www.cinderellamanmovie.com/index.php,921,tt0352248,en,Cinderella Man,"The true story of boxer, Jim Braddock who, in the 1920’s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state.",6.363884,/xZhumK43Z6jmwCWglh7uHcpkqdb.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Parkway Pictures (I)', 'id': 631}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-06-02,108539911.0,144.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Cinderella Man,False,7.3,630.0
False,"{'id': 2467, 'name': 'Tomb Raider Collection', 'poster_path': '/sgaP4WtVlKzz8FIcjbkevOycJiq.jpg', 'backdrop_path': '/plM0vErSrAwT3tJldstB9bv2AyN.jpg'}",95000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",,1996,tt0325703,en,Lara Croft Tomb Raider: The Cradle of Life,"Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities.",13.076349,/pkSnQzjjQ3Z9B2CJVSZCfL0Ea3s.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Toho-Towa', 'id': 657}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'October Pictures', 'id': 14362}, {'name': 'Eidos Interactive', 'id': 19105}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2003-07-21,156505388.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,Lara Croft Tomb Raider: The Cradle of Life,False,5.5,1443.0
False,,0,"[{'id': 9648, 'name': 'Mystery'}]",,42077,tt0037932,en,My Name Is Julia Ross,"Julia Ross secures employment, through a rather-noisy employment agency, with a wealthy widow, Mrs. Hughes",1.088878,/hWFHSFz3MA0TREQSGvuzMDhPZIZ.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1945-11-08,0.0,65.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"She went to sleep as a secretary ... and woke up a madman's ""bride""!",My Name Is Julia Ross,False,5.1,12.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,9876,tt0105477,en,Stop! Or My Mom Will Shoot,"A tough cop's (Sylvester Stallone) seemingly frail mother (Estelle Getty) comes to stay with him and progressively interferes in his life. She buys him an illegal MAC-10 machine pistol and starts poking around in his police cases. Eventually, the film draws to a denouement involving the title of the film and the revelation that even though she seems frail and weak she is capable of strong actions in some circumstances, i.e. when her son is threatened by thugs and she shoots herself in the shoulder.",14.40112,/sQXdlCaX6demEdOgI1FbV9fX8aO.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-02-21,70611210.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Stop! Or My Mom Will Shoot,False,4.6,220.0
False,,1600000,"[{'id': 99, 'name': 'Documentary'}]",http://www.howtoletgomovie.com/,376263,tt5246328,en,How to Let Go of the World and Love All the Things Climate Can't Change,"When documentarian Josh Fox realizes, after much soul searching, that the answers for how to respond to the degradation of our environment cannot be found in his own back yard, he travels the world to connect with communities that are already facing grave effects of climate change. What he finds is a complicated mix of tragedy and inspiration in the various ways climate change is affecting our value systems. How to Let Go of the World delivers a sobering portrait of the state of climate change, and takes stock of what makes humans survivors, and our societies so creative and resilient.",0.105145,/eZEOvacyC5Bfl7eX1D5umNr8E8R.jpg,"[{'name': 'International WOW Company', 'id': 8790}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-04-02,0.0,125.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,How to Let Go of the World and Love All the Things Climate Can't Change,False,4.0,2.0
False,"{'id': 338327, 'name': 'Beach Party Collection', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,39113,tt0057887,en,Bikini Beach,"A millionaire sets out to prove his theory that his pet chimpanzee is as intelligent as the teenagers who hang out on the local beach, where he is intending to build a retirement home.",0.706082,/ntBYSb9O1TWWOwv2Mh3aux9ouJH.jpg,"[{'name': 'American International Pictures (AIP)', 'id': 9266}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1964-07-22,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"It's where every torso is more so, and bare-as-you-dare is the rule!",Bikini Beach,False,6.7,10.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,247777,tt3921418,en,L for Leisure,"A dreamy, ironic comedy about a generation of hedonistic students in the 1990s. Their favourite activity: talking endlessly. During a series of vacation days filled with sun-drenched naps, squabbling, waterskiing competitions and love-making, the amateur actors discuss their concerns in dry dialogues. For instance, semi-intellectual reflections on the end of time and how Michael Jordan plays basketball.",0.04867,/iAMgT1c1t5vdrnOrWsSHliLWDCt.jpg,"[{'name': 'Special Affects films', 'id': 79858}]","[{'iso_3166_1': 'IS', 'name': 'Iceland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2014-01-24,0.0,74.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,L for Leisure,False,6.0,1.0
False,,500000,"[{'id': 878, 'name': 'Science Fiction'}]",,44546,tt0290230,en,Lathe of Heaven,"In a near future society a man claims that his dreams physically change reality. His therapist is confused at first but soon decides to use him for his own gain. The 2002 adaptation discards a significant portion of the original plot, some essential characters, and much of the philosophical underpinnings of the book and the original PBS production. Ursula K. Le Guin disapproved of the A&amp;E production, and stated that she found it ""misguided and uninteresting"".",0.197684,/rpGgiqi3j9LbW4kTckT9VJQu16I.jpg,"[{'name': 'Alliance Atlantis Communications', 'id': 803}, {'name': 'A&E Television Networks', 'id': 11858}, {'name': 'Baumgarten Merims Productions', 'id': 14652}, {'name': 'Lathe Productions', 'id': 53822}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2002-09-08,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"His dreams control our destiny, but who controls his dreams.",Lathe of Heaven,False,5.2,5.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,195557,tt0230613,en,Panorama of Eiffel Tower,"“Showing the entire height of this wonderful structure from the base of the dome and return, with the great Paris Exposition in the background, looking down Champs de Mars. A most realistic picture.” According to Edison film historian Charles Musser, this film features the first camera tilt among the company's surviving oeuvre.",0.071812,/36IbMoe4Ehab7hAJiy9gxen2M7B.jpg,"[{'name': 'Edison Manufacturing Company', 'id': 18758}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1900.01.01,0.0,1.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Panorama of Eiffel Tower,False,6.5,2.0
False,"{'id': 114488, 'name': 'Moskva-Kassiopeya Collection', 'poster_path': '/iVi5ep56IvlU1IvUQilxmV40582.jpg', 'backdrop_path': '/tuSDeQXzE22AKW6Em9v0Rai2pCF.jpg'}",0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",,20949,tt0071957,ru,Otroki vo Vselennoy,"Interstellar expedition equipped by ""pioneers""(soviet scouts) reached Alpha Kassiopea and found that smart robots took control on hole planet. Their only goal - to make happy , as they understand, their masters. Happines was, actually, sutisfactions of primitive needs, and removing ""disturbing"" emotions like love, responsebility etc. A many years ago they succeded to reach this goal and all aborigines died out. A very little amount of people escaped from ""total happening"" and their descendants orbiting the planet in a big orbital station for many generations. Brave soviet pioneers land on a planet, destroy robots and bring it back to their residents",1.443911,/qBNZ94ZDhopGdQV9PtZ81tbAVOw.jpg,"[{'name': 'Maksim Gorki Studio', 'id': 4605}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1975-03-25,0.0,80.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Teens in the Universe,False,4.7,5.0
False,,750000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,19183,tt0451038,en,The Derby Stallion,An alcoholic former horse-trainer perceives in a fifteen-year-old boy a unique gift of horsemanship and makes it possible for the boy to conceive his dream and pursue it.,1.500013,/nsavmYtRWUF5uG9QUXAHuRXJ5V1.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-07-04,4000000.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Derby Stallion,False,4.7,11.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.funkytown-lefilm.com/en/,61542,tt0981286,en,Funkytown,"Set in Montreal during the disco phenomenon some 35 years ago, Funkytown follows the life of a group of colorful characters. We follow their lives and tribulations as everyone converges on a regular basis at Montreal's hot disco spot: Starlight. Along the way, several events take place that change these characters' lives. As these characters' lives unfold, the Parti Québécois takes power changing the cultural landscape in Quebec while the disco craze slowly fades. While we keep up with these various characters - it is Bastien who is a central part of this story. His drug addiction, dreams to become an actor and womanizing - make him the ""bigger than life"" typical 70s character around which the whole story revolves.",0.830483,/qQl9it79dInzDOFQMQy9nLGipcl.jpg,[],[],2011-03-04,0.0,132.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,"1976. Montreal. Eight people who wanted to see and be seen at the trendiest disco will be juggling fame and anonymity until they will be forced to make sober choices in an era when excess was the norm, and when disco was king.",Funkytown,False,5.0,11.0
False,,0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",,102078,tt0050298,en,The Deep Six,"The conflict between duty and conscience is explored in the WWII drama The Deep Six. Alan Ladd stars as Naval gunnery officer Alec Austin, a Quaker whose sincere pacifist sentiments do not sit well with his crew members. When he refuses to fire upon an unidentified plane, the word spreads that Austin cannot be relied upon in battle (never mind that the plane turns out to be one of ours). To prove that he's worthy of command, Austin volunteers for a dangerous mission: the rescue of a group of US pilots on a Japanese-held island. The ubiquitous William Bendix costars as Frenchy Shapiro (!), Austin's Jewish petty officer and severest critic. If the film has a villain, it is Keenan Wynn as ambitious Lt. Commander Edge, who seems to despise anyone who isn't a mainline WASP.",0.71938,/sPp7JCWM3NMlVdEn8VoFDvTa2EJ.jpg,"[{'name': 'Jaguar Productions', 'id': 15606}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1958-01-15,0.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,We'll get there and we'll get 'em out!,The Deep Six,False,4.5,2.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,6103,tt0090156,en,Thirteen at Dinner,"Actress Jane Wilkinson wants a divorce, but her husband, Lord Edgware, refuses. She convinces Hercule Poirot to use his famed tact and logic to make her case. Lord Edgware turns up murdered, a well-placed knife wound at the base of his neck. It will take the precise Poirot to sort out the lies from the alibis - and find the criminal before another victim dies.",1.470012,/sbevUpnNPPTHnM3G0RL26BAsM1N.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","September 19, 1985",0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Thirteen at Dinner,False,5.5,8.0
False,,0,"[{'id': 9648, 'name': 'Mystery'}]",,32929,tt0042219,en,Backfire,"When he's discharged from a military hospital, ex-GI Bob Corey (Gordon MacRae) goes on a search for his army buddy Steve Connolly (Edmond O'Brien). A reformed crook, Connolly is on the lam from a trumped-up murder rap, and Corey hopes to clear his pal. Tagging along is Army nurse Julie Benson (Virginia Mayo), who has fallen for Corey.",4.597515,/jvBRQO8b4Wy6owj7clUAp98p8ay.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"That ""White Heat"" girl turns it on again!..",Backfire,False,5.5,4.0
False,,0,[],,210050,tt2258513,en,Yek. Do. Yek,"In a society where all social customs are based on the beauty of a woman, her challenge is to find self confidence and inner beauty despite having lost her physical beauty.",0.318892,/6v82DkZRxO08Vf8pEwup0QH8ovA.jpg,[],[],2011-01-01,0.0,79.0,[],Released,,One. Two. One,False,5.0,1.0
False,,0,"[{'id': 878, 'name': 'Science Fiction'}]",,429101,tt4881364,en,Anti Matter,"Anti Matter (AKA Worm) is a sci-fi noir take on the Alice in Wonderland tale. Ana, an Oxford PhD student, finds herself unable to build new memories following an experiment to generate and travel through a wormhole. The story follows her increasingly desperate efforts to understand what happened, and to find out who - or what - is behind the rising horror in her life.",4.57264,/fQq24L8ioUy3cHWPo8LheguicxF.jpg,"[{'name': 'Cast Iron Picture Co., The', 'id': 85603}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2016-01-01,0.0,109.0,[],Released,,Anti Matter,False,6.7,22.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,36261,tt0070684,zh,十三太保,"A Mogul king decides to take stealthy action to help overpower his greatest rivals. He chooses nine out thirteen of his loyal generals (who he treats as sons) to embark on the mission. However, jealously amongst them sparks a treacherous family feud that could lead to catastrophic consequences for all involved.",1.133914,/kiRqZNYEY1647l6dUjq1yB7mxQU.jpg,"[{'name': 'Shaw Brothers', 'id': 5798}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",0000-00-00,0.0,117.0,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,,The Heroic Ones,False,6.6,7.0
False,,300000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 80, 'name': 'Crime'}]",,79212,tt2124186,tr,Celal Tan ve Ailesinin Aşırı Acıklı Hikayesi,"Celal Tan is a well-respected constitutional law professor who lives in a provincial city has two children from his first marriage. Many years after the death of his first wife, he married a woman much younger than him, a university student, whose life he has saved in some way. In the third year of their marriage, the extremely tragic story of Celal Tan and his family begins after a big crisis happened in front of the whole family. While trying to hide the secret, the family falls into absurd and tragicomic positions. Regardless of all happenings, Celal Tan tries to keep the family together.",0.524527,/hjwOUysQeTF5jCwHEMukOBLAgUl.jpg,"[{'name': 'EFLATUN FILM', 'id': 14477}]","[{'iso_3166_1': 'TR', 'name': 'Turkey'}]",2011-11-16,0.0,99.0,"[{'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,,The Extreme Tragic Story of Celal Tan and His Family,False,4.8,5.0
